438,37,1,5
439,82,6,4
440,77,2,3
441,90,2,5
442,33,5,1
443,47,5,1
444,101,4,2
445,39,1,4
446,48,5,4
447,124,1,3
448,31,5,5
449,28,6,4
450,109,3,1
451,65,3,1
452,19,3,2
453,89,3,5
454,9,2,4
455,51,6,4
456,83,1,4
457,3,1,3
458,90,3,1
459,17,3,4
460,32,4,4
461,118,2,3
462,33,6,2
463,113,3,2
464,84,5,5
465,80,2,4
466,117,5,5
467,18,1,1
468,22,2,5
469,3,5,2
470,59,3,1
471,105,3,4
472,19,5,2
473,91,2,5
474,8,2,2
475,68,4,2
476,58,2,3
477,77,5,5
478,123,1,4
479,123,4,1
480,43,1,5
481,127,2,4
482,20,2,1
483,105,2,3
484,123,3,5
485,6,1,2
486,85,1,2
487,123,3,2
488,99,2,3
489,128,2,1
490,46,3,4
491,50,5,1
492,41,5,4
493,101,6,2
494,113,6,3
495,113,4,3
496,57,6,2
497,121,4,2
498,116,3,1
499,29,2,2
500,87,5,1
501,103,2,3
502,119,5,1
503,63,5,1
504,98,1,2
505,36,6,4
506,82,6,3
507,77,3,2
508,26,6,5
509,26,3,1
510,84,3,2
511,26,1,1
512,128,4,2
513,36,3,2
514,36,6,1
515,61,2,1
516,36,3,1
517,113,6,5
518,72,4,1
519,54,6,2
520,26,3,2
521,26,5,5
522,31,3,2
523,11,4,4
524,55,3,4
525,77,1,4
526,52,6,1
527,111,3,2
528,117,2,4
529,124,2,1
530,99,4,1
531,60,1,1
532,98,1,2
533,123,4,5
534,75,6,1
535,6,1,2
536,25,3,2
537,127,4,1
538,42,5,4
539,94,1,3
540,84,3,1
541,103,1,3
542,113,5,4
543,114,6,3
544,118,3,3
545,89,3,3
546,12,2,4
547,20,4,3
548,98,6,1
549,16,4,3
550,34,4,3
551,21,3,2
552,121,4,5
553,78,1,4
554,51,6,1
555,3,2,1
556,47,2,4
557,17,2,5
558,23,3,2
559,55,2,2
560,119,4,3
561,15,3,3
562,71,1,3
563,23,5,3
564,88,6,4
565,54,5,2
566,22,4,2
567,20,5,1
568,86,1,1
569,65,2,4
570,47,6,3
571,32,4,2
572,82,5,5
573,83,3,3
574,34,5,1
575,14,6,2
576,93,4,4
577,27,2,1
578,129,5,3
579,50,4,3
580,26,4,1
581,54,4,4
582,26,3,3
583,41,3,3
584,63,4,2
585,74,4,4
586,70,3,2
587,100,5,1
588,1,1,1
589,90,5,3
590,37,6,1
591,93,6,3
592,47,6,2
593,57,3,3
594,51,3,3
595,36,6,1
596,44,3,1
597,109,5,2
598,74,2,3
599,35,6,3
600,84,1,1
601,23,6,4
602,80,1,1
603,95,1,5
604,56,6,1
605,10,3,5
606,4,5,5
607,47,3,4
608,32,3,2
609,120,1,2
610,28,2,1
611,54,1,2
612,61,1,5
613,6,3,4
614,31,2,1
615,29,1,2
616,85,6,4
617,66,5,1
618,116,5,4
619,58,4,4
620,109,4,3
621,116,5,1
622,126,4,2
623,123,1,5
624,95,6,2
625,50,6,2
626,121,3,3
627,104,6,5
628,56,2,3
629,32,2,3
630,24,3,5
631,67,4,1
632,13,2,5
633,12,1,4
634,15,6,3
635,74,2,5
636,60,1,2
637,82,6,5
638,112,1,5
639,49,4,3
640,80,3,2
641,102,6,2
642,1,1,4
643,114,6,2
644,27,3,4
645,24,1,5
646,41,1,1
647,22,2,1
648,61,5,2
649,23,6,3
650,31,2,4
651,49,3,4
652,89,6,5
653,121,4,2
654,43,5,5
655,125,3,2
656,85,3,5
657,91,1,4
658,30,4,2
659,42,5,1
660,77,4,4
661,120,3,5
662,50,5,2
663,84,1,4
664,14,3,1
665,50,2,3
666,37,5,5
667,39,6,2
668,127,3,5
669,45,5,1
670,13,2,4
671,93,6,1
672,77,6,4
673,9,4,5
674,41,5,5
675,16,3,1
676,96,6,3
677,96,2,3
678,19,2,5
679,93,1,3
680,86,3,5
681,39,1,5
682,101,6,5
683,46,5,1
684,96,2,2
685,58,4,4
686,93,4,4
687,45,5,2
688,101,5,3
689,62,3,4
690,61,3,2
691,89,4,4
692,11,4,2
693,99,4,4
694,50,1,1
695,120,5,4
696,58,1,4
697,95,2,5
698,60,4,5
699,91,3,5
700,34,5,1
701,75,1,2
702,33,6,3
703,115,5,2
704,24,1,1
705,44,1,1
706,8,5,5
707,118,5,4
708,6,6,2
709,80,6,4
710,74,1,1
711,41,6,5
712,123,3,4
713,70,6,3
714,2,3,1
715,108,2,5
716,9,3,2
717,126,2,1
718,48,5,2
719,51,5,4
720,102,4,2
721,32,3,3
722,28,4,5
723,32,5,2
724,38,4,5
725,63,3,1
726,40,3,1
727,101,6,2
728,56,4,3
729,22,5,2
730,30,1,2
731,97,6,4
732,49,4,3
733,61,5,1
734,14,5,1
735,110,3,5
736,93,3,5
737,72,4,5
738,68,4,3
739,37,5,3
740,92,6,1
741,53,2,1
742,63,5,2
743,120,5,4
744,74,5,2
745,92,2,4
746,42,2,1
747,33,1,4
748,51,2,2
749,93,5,1
750,102,3,5
751,97,6,3
752,46,6,5
753,11,1,2
754,31,1,3
755,85,2,4
756,3,6,3
757,3,6,3
758,56,2,4
759,2,3,4
760,65,1,5
761,5,6,5
762,126,4,3
763,101,5,4
764,110,2,2
765,69,6,4
766,63,4,5
767,125,5,1
768,97,2,1
769,77,5,1
770,78,3,5
771,126,6,1
772,88,6,3
773,116,4,1
774,18,6,1
775,70,6,5
776,21,6,2
777,67,3,5
778,100,2,3
779,64,1,4
780,53,3,4
781,63,6,3
782,3,4,4
783,13,3,1
784,96,3,4
785,30,1,1
786,6,6,1
787,94,1,1
788,87,5,2
789,91,4,4
790,81,2,5
791,127,6,2
792,43,3,5
793,109,5,5
794,127,4,1
795,43,3,4
796,4,3,3
797,91,5,2
798,97,3,5
799,121,3,4
800,5,1,4
801,36,2,1
802,75,4,2
803,68,6,3
804,109,4,5
805,32,4,4
806,121,3,4
807,69,4,1
808,115,6,5
809,67,3,5
810,106,2,1
811,94,5,5
812,89,3,1
813,7,6,1
814,66,6,3
815,58,5,1
816,19,6,2
817,6,1,2
818,94,6,3
819,41,1,5
820,35,6,5
821,83,4,2
822,10,4,3
823,50,3,4
824,46,3,2
825,108,2,4
826,52,1,1
827,9,1,5
828,77,2,1
829,78,5,3
830,1,5,4
831,67,2,2
832,28,2,2
833,76,3,4
834,88,1,2
835,18,4,1
836,60,3,5
837,16,1,3
838,64,3,4
839,10,6,2
840,105,5,1
841,93,5,1
842,118,5,4
843,129,4,4
844,61,1,2
845,68,1,2
846,16,6,4
847,9,1,1
848,29,3,3
849,35,5,3
850,126,1,2
851,18,2,5
852,112,4,5
853,43,2,1
854,47,4,1
855,44,3,5
856,31,6,4
857,100,2,5
858,102,3,4
859,90,1,1
860,98,2,4
861,34,6,4
862,86,5,4
863,72,2,2
864,87,1,1
865,110,4,1
866,58,3,3
867,40,5,5
868,39,5,4
869,14,1,1
870,93,1,2
871,105,1,1
872,11,4,1
873,89,2,3
874,68,1,5
875,100,6,4
876,118,4,5
877,44,3,1
878,116,6,4
879,9,6,5
880,39,1,3
881,67,1,1
882,25,1,2
883,21,1,5
884,82,6,1
885,16,1,1
886,21,5,1
887,102,1,3
888,10,1,1
889,33,5,2
890,5,2,3
891,93,5,5
892,74,5,1
893,19,5,5
894,49,6,3
895,60,2,1
896,38,1,1
897,34,1,2
898,39,2,4
899,2,5,1
900,81,6,1
901,78,1,1
902,50,4,3
903,93,4,5
904,65,6,3
905,20,6,2
906,124,1,4
907,2,4,4
908,83,6,2
909,69,6,1
910,56,5,2
911,95,1,4
912,78,6,5
913,5,6,5
914,117,4,2
915,9,3,1
916,122,2,3
917,14,5,1
918,122,2,4
919,110,3,2
920,85,4,3
921,113,6,4
922,30,6,4
923,2,5,1
924,74,6,1
925,27,1,4
926,48,6,5
927,128,1,1
928,104,5,4
929,74,1,1
930,118,2,4
931,89,1,2
932,25,3,1
933,125,4,3
934,66,5,1
935,54,6,1
936,36,6,3
937,112,3,3
938,94,6,3
939,108,1,5
940,36,2,2
941,120,6,5
942,86,3,5
943,64,6,3
944,117,4,2
945,54,2,5
946,105,1,3
947,24,6,5
948,44,2,4
949,94,1,5
950,27,6,3
951,35,1,1
952,92,5,3
953,16,1,2
954,24,1,5
955,66,4,4
956,101,2,2
957,64,1,4
958,90,4,5
959,41,4,2
960,123,6,5
961,99,5,5
962,115,5,4
963,120,2,5
964,84,6,3
965,112,1,2
966,82,2,4
967,43,3,2
968,60,4,3
969,119,1,3
970,112,2,5
971,56,5,5
972,49,5,1
973,40,5,3
974,102,6,1
975,17,3,2
976,25,5,4
977,93,6,4
978,6,3,1
979,65,5,3
980,68,5,1
981,43,4,4
982,110,1,1
983,85,2,3
984,19,2,1
985,68,2,1
986,30,2,3
987,121,6,2
988,114,1,1
989,61,6,2
990,75,2,3
991,20,4,4
992,90,1,4
993,50,2,5
994,75,1,2
995,80,3,5
996,7,5,4
997,110,5,2
998,17,1,2
999,20,4,5
1000,125,1,3
1001,96,3,3
1002,108,2,2
1003,88,1,3
1004,87,5,2
1005,30,4,3
1006,71,6,4
1007,68,5,3
1008,29,4,5
1009,109,6,2
1010,89,1,3
1011,67,1,5
1012,102,2,5
1013,19,3,5
1014,38,5,2
1015,111,3,4
1016,38,4,3
1017,95,5,4
1018,24,6,1
1019,119,5,1
1020,9,1,3
1021,115,4,2
1022,111,4,5
1023,24,6,1
1024,78,3,3
1025,69,3,4
1026,90,6,4
1027,104,6,2
1028,69,1,4
1029,118,2,2
1030,52,3,4
1031,119,5,1
1032,43,1,3
1033,87,1,5
1034,117,4,5
1035,59,1,3
1036,83,4,3
1037,64,4,1
1038,40,2,2
1039,68,3,2
1040,26,2,5
1041,111,2,3
1042,57,6,2
1043,74,2,3
1044,8,2,5
1045,118,1,2
1046,113,5,4
1047,27,1,5
1048,32,2,3
1049,67,5,3
1050,123,5,2
1051,32,2,2
1052,11,6,5
1053,109,6,5
1054,86,6,1
1055,71,1,5
1056,99,3,5
1057,66,3,2
1058,87,2,2
1059,129,6,4
1060,127,1,2
1061,56,1,4
1062,70,2,2
1063,74,6,5
1064,94,2,4
1065,33,3,3
1066,27,5,5
1067,86,1,1
1068,39,6,4
1069,125,4,2
1070,30,4,1
1071,65,4,1
1072,101,6,5
1073,110,2,5
1074,36,6,5
1075,94,4,3
1076,104,6,3
1077,65,3,4
1078,87,6,2
1079,30,4,4
1080,104,3,1
1081,49,4,2
1082,119,6,1
1083,129,6,3
1084,8,6,4
1085,68,4,4
1086,112,3,4
1087,80,5,2
1088,37,5,2
1089,53,3,3
1090,58,4,1
1091,67,6,2
1092,4,4,5
1093,60,3,2
1094,28,6,3
1095,104,4,5
1096,121,5,4
1097,77,4,3
1098,61,3,5
1099,56,4,1
1100,27,4,5
1101,87,4,1
1102,22,6,2
1103,3,4,1
1104,19,3,5
1105,103,2,5
1106,118,5,1
1107,98,4,3
1108,24,6,4
1109,23,1,3
1110,113,4,4
1111,106,1,1
1112,30,1,3
1113,58,2,2
1114,36,5,2
1115,87,2,3
1116,128,3,5
1117,58,5,5
1118,24,5,5
1119,20,5,5
1120,57,4,5
1121,26,4,5
1122,111,5,3
1123,40,2,2
1124,122,3,3
1125,70,2,4
1126,74,3,4
1127,87,5,2
1128,108,4,2
1129,32,6,1
1130,46,3,3
1131,2,2,3
1132,111,4,5
1133,63,1,2
1134,53,4,1
1135,123,3,1
1136,98,3,4
1137,49,5,5
1138,122,3,3
1139,67,2,5
1140,8,2,2
1141,106,3,1
1142,24,5,5
1143,123,1,1
1144,51,5,3
1145,14,5,1
1146,50,3,4
1147,39,1,2
1148,36,3,2
1149,13,5,5
1150,100,2,5
1151,114,1,2
1152,118,2,3
1153,59,1,4
1154,41,5,2
1155,18,4,4
1156,101,1,5
1157,74,4,4
1158,94,2,5
1159,113,5,2
1160,50,3,3
1161,37,6,5
1162,6,6,2
1163,114,6,4
1164,3,5,2
1165,28,4,5
1166,47,4,2
1167,1,1,2
1168,114,2,4
1169,112,2,1
1170,16,4,2
1171,61,2,3
1172,104,3,3
1173,98,6,5
1174,113,3,3
1175,2,4,4
1176,126,4,4
1177,69,1,5
1178,15,5,4
1179,116,5,3
1180,75,1,3
1181,43,4,5
1182,119,2,4
1183,117,5,5
1184,35,2,2
1185,42,5,1
1186,17,3,3
1187,125,6,5
1188,125,1,3
1189,86,4,3
1190,12,4,3
1191,1,1,5
1192,49,6,1
1193,39,2,1
1194,74,6,3
1195,123,2,1
1196,45,6,4
1197,72,5,4
1198,98,5,2
1199,125,3,3
1200,117,5,4
1201,73,1,4
1202,96,1,1
1203,42,1,1
1204,13,2,5
1205,116,1,5
1206,39,6,2
1207,129,1,4
1208,123,5,5
1209,107,2,3
1210,62,1,3
1211,82,2,1
1212,4,3,5
1213,68,1,4
1214,97,1,2
1215,5,3,5
1216,41,4,5
1217,127,3,4
1218,85,2,5
1219,115,5,5
1220,92,1,1
1221,126,5,5
1222,85,5,2
1223,79,6,4
1224,88,6,5
1225,126,5,2
1226,63,1,3
1227,98,3,3
1228,40,6,5
1229,63,3,3
1230,119,5,3
1231,120,2,5
1232,72,2,1
1233,84,2,2
1234,7,2,5
1235,16,4,5
1236,19,4,3
1237,9,1,1
1238,63,5,1
1239,31,6,1
1240,122,2,3
1241,108,1,1
1242,128,4,1
1243,36,5,3
1244,84,1,1
1245,80,4,5
1246,61,6,4
1247,40,6,1
1248,72,5,2
1249,9,1,3
1250,21,1,5
1251,104,3,2
1252,68,2,1
1253,112,6,2
1254,42,1,3
1255,34,4,3
1256,61,6,4
1257,121,3,1
1258,115,4,4
1259,94,1,4
1260,35,5,2
1261,17,4,2
1262,16,5,2
1263,23,4,4
1264,65,5,1
1265,9,3,5
1266,122,4,1
1267,47,1,1
1268,114,4,1
1269,70,1,1
1270,50,5,2
1271,4,4,1
1272,117,1,3
1273,116,4,4
1274,69,5,5
1275,47,6,2
1276,48,6,4
1277,107,2,5
1278,15,2,4
1279,96,1,5
1280,93,5,2
1281,33,1,3
1282,12,3,1
1283,118,3,5
1284,27,6,1
1285,86,1,2
1286,66,2,4
1287,1,5,4
1288,91,5,4
1289,61,3,2
1290,18,5,1
1291,26,4,1
1292,18,4,2
1293,122,4,5
1294,12,3,2
1295,101,2,5
1296,33,6,3
1297,12,4,1
1298,98,3,2
1299,104,2,3
1300,83,5,3
1301,65,4,3
1302,105,5,2
1303,99,3,3
1304,18,1,2
1305,56,5,3
1306,129,1,2
1307,106,5,3
1308,14,4,3
1309,40,2,1
1310,53,5,1
1311,108,3,3
1312,1,2,5
1313,93,5,5
1314,81,6,1
1315,123,1,3
1316,126,4,2
1317,123,4,4
1318,33,2,2
1319,119,6,4
1320,93,2,3
1321,6,2,4
1322,8,2,5
1323,104,4,5
1324,19,1,4
1325,120,5,3
1326,106,6,5
1327,112,4,4
1328,35,3,4
1329,28,4,2
1330,102,3,1
1331,4,6,4
1332,48,2,3
1333,35,3,3
1334,110,5,3
1335,48,2,5
1336,109,6,5
1337,36,3,5
1338,84,2,3
1339,68,2,5
1340,118,3,4
1341,109,5,3
1342,126,6,5
1343,92,1,1
1344,114,2,4
1345,41,4,5
1346,23,6,1
1347,122,1,5
1348,33,1,4
1349,61,4,4
1350,105,6,3
1351,112,6,2
1352,94,5,5
1353,65,5,5
1354,60,3,5
1355,28,1,4
1356,66,4,2
1357,37,2,4
1358,79,3,2
1359,27,6,1
1360,35,3,4
1361,32,2,3
1362,33,4,1
1363,63,5,1
1364,9,1,5
1365,66,3,1
1366,34,3,4
1367,62,1,5
1368,103,5,2
1369,48,1,3
1370,26,4,3
1371,99,3,5
1372,55,6,2
1373,89,4,4
1374,69,4,2
1375,28,2,3
1376,61,4,3
1377,67,4,1
1378,30,4,3
1379,32,4,4
1380,88,5,1
1381,85,4,3
1382,123,4,1
1383,70,3,5
1384,74,2,2
1385,49,6,5
1386,86,1,5
1387,102,1,1
1388,58,3,3
1389,109,2,1
1390,47,6,4
1391,61,5,1
1392,96,5,3
1393,31,5,2
1394,13,4,1
1395,76,2,5
1396,73,2,5
1397,119,5,1
1398,46,2,2
1399,84,1,2
1400,58,4,2
1401,4,3,5
1402,69,2,3
1403,5,5,5
1404,49,5,1
1405,84,3,5
1406,56,1,3
1407,77,1,1
1408,108,3,3
1409,68,1,5
1410,4,2,3
1411,41,4,4
1412,9,4,5
1413,66,6,5
1414,8,3,2
1415,111,5,1
1416,12,6,3
1417,29,3,2
1418,86,4,5
1419,4,4,3
1420,120,4,3
1421,112,6,3
1422,16,4,2
1423,70,5,2
1424,123,2,1
1425,53,1,4
1426,90,2,3
1427,28,1,4
1428,66,4,2
1429,94,1,1
1430,74,2,5
1431,61,2,5
1432,1,1,2
1433,1,3,5
1434,12,3,2
1435,109,5,5
1436,92,1,5
1437,85,2,5
1438,118,2,4
1439,115,4,2
1440,48,3,5
1441,104,6,4
1442,9,6,1
1443,88,3,1
1444,71,4,2
1445,115,4,1
1446,91,5,2
1447,26,4,3
1448,95,1,2
1449,54,3,5
1450,118,1,5
1451,124,3,4
1452,71,6,5
1453,55,6,4
1454,61,1,5
1455,40,3,4
1456,106,4,3
1457,62,4,1
1458,63,3,5
1459,90,2,4
1460,67,3,3
1461,14,3,5
1462,36,3,4
1463,72,2,4
1464,116,6,2
1465,93,3,3
1466,106,1,5
1467,19,2,3
1468,61,2,5
1469,95,1,2
1470,57,6,1
1471,124,4,1
1472,11,2,1
1473,125,4,5
1474,122,2,2
1475,2,3,3
1476,101,3,2
1477,10,2,2
1478,112,4,2
1479,35,3,3
1480,20,5,5
1481,60,5,3
1482,119,1,1
1483,57,2,2
1484,28,3,4
1485,102,5,4
1486,105,2,1
1487,126,6,3
1488,32,3,3
1489,76,3,3
1490,89,6,1
1491,70,2,5
1492,57,4,4
1493,2,6,2
1494,23,2,4
1495,56,3,4
1496,24,4,5
1497,35,3,4
1498,111,4,5
1499,94,6,1
1500,18,6,5
1501,77,1,5
1502,96,1,2
1503,63,1,3
1504,93,3,3
1505,129,1,3
1506,41,2,5
1507,16,2,2
1508,11,1,1
1509,17,5,2
1510,7,4,3
1511,30,6,4
1512,85,3,4
1513,100,3,1
1514,69,2,1
1515,13,3,5
1516,20,1,1
1517,20,4,5
1518,20,2,1
1519,112,6,5
1520,74,2,5
1521,129,5,1
1522,57,5,4
1523,92,4,1
1524,26,2,5
1525,15,1,1
1526,34,4,2
1527,88,1,5
1528,10,1,3
1529,122,5,2
1530,119,5,2
1531,103,1,1
1532,90,5,4
1533,2,5,4
1534,91,4,3
1535,65,6,5
1536,75,5,5
1537,69,5,5
1538,87,2,2
1539,26,1,4
1540,9,3,4
1541,100,1,5
1542,127,6,5
1543,109,4,5
1544,106,1,5
1545,24,1,5
1546,46,1,1
1547,30,6,4
1548,97,3,3
1549,12,3,5
1550,86,2,4
1551,54,1,3
1552,76,3,2
1553,64,1,5
1554,18,5,5
1555,14,5,5
1556,93,6,2
1557,15,2,5
1558,48,3,5
1559,43,1,3
1560,69,5,3
1561,64,6,5
1562,84,3,1
1563,114,3,4
1564,97,2,1
1565,15,4,2
1566,3,4,4
1567,21,2,4
1568,28,4,3
1569,3,6,5
1570,102,3,3
1571,88,3,2
1572,87,5,5
1573,14,6,1
1574,25,2,3
1575,127,4,5
1576,68,2,4
1577,80,5,2
1578,78,2,4
1579,110,1,1
1580,50,1,2
1581,59,5,2
1582,17,5,3
1583,69,2,2
1584,117,2,4
1585,108,2,2
1586,89,3,3
1587,56,1,2
1588,30,4,2
1589,127,3,2
1590,34,4,5
1591,92,3,4
1592,10,1,2
1593,52,2,3
1594,94,4,3
1595,80,6,1
1596,91,6,3
1597,76,5,3
1598,31,4,5
1599,33,6,5
1600,129,3,4
1601,6,2,2
1602,70,4,5
1603,19,1,2
1604,107,2,1
1605,65,4,4
1606,90,6,2
1607,121,2,4
1608,97,1,4
1609,66,4,4
1610,13,3,3
1611,119,4,2
1612,49,4,5
1613,25,2,2
1614,104,2,1
1615,19,6,1
1616,72,6,4
1617,73,6,4
1618,124,1,3
1619,77,3,2
1620,84,1,2
1621,92,6,5
1622,129,1,1
1623,67,1,4
1624,33,4,3
1625,44,2,1
1626,4,3,1
1627,94,3,4
1628,94,6,3
1629,25,3,5
1630,109,2,1
1631,67,6,4
1632,36,2,5
1633,76,6,5
1634,83,1,2
1635,122,2,3
1636,89,5,4
1637,123,2,3
1638,72,2,3
1639,29,5,3
1640,100,5,4
1641,39,1,4
1642,47,4,5
1643,9,2,4
1644,59,3,5
1645,71,4,3
1646,43,3,2
1647,112,3,1
1648,36,3,5
1649,18,2,4
1650,35,1,5
1651,114,5,2
1652,113,4,4
1653,32,5,2
1654,52,4,2
1655,43,3,2
1656,85,2,5
1657,127,2,5
1658,82,6,4
1659,28,2,3
1660,127,5,2
1661,96,2,5
1662,40,6,3
1663,33,3,1
1664,94,3,2
1665,58,5,2
1666,2,3,3
