136,3,4,레몬에이드,1,4800,
137,3,4,블루레몬에이드,1,4800,
138,3,4,자몽에이드,1,4800,
139,3,4,유자에이드,1,4800,
140,3,4,체리콕,1,4800,
141,3,4,라임에이드,1,5300,
142,3,4,청포도에이드,1,5800,
143,3,4,깔라만시에이드,1,5800,
144,3,5,아이스티,1,4300,
145,3,5,레몬티,1,4300,
146,3,5,유자티,1,4300,
147,3,5,꿀자몽티,1,4800,
148,3,5,캐모마일,1,4300,
149,3,5,페퍼민트,1,4300,
150,3,6,딸기바나나,1,4500,
151,3,6,망고바나나,1,4500,
152,3,6,초코바나나,1,4500,
153,3,6,망고주스,1,4300,
154,3,7,초코버블티,1,5500,
155,3,7,타로버블티,1,5900,
156,3,7,얼그레이버블티,1,5900,
157,3,7,블랙슈가버블티,1,5900,
158,3,8,블랙빈 케이크,1,5000,
159,3,8,치즈케이크,1,6000,
160,3,8,크림치즈 케이크,1,5500,
161,3,8,파니니 불고기,1,4500,
162,3,8,에그머니나,1,4000,
163,4,1,아메리카노,1,3800,
164,4,1,카페라떼,1,4500,
165,4,1,카푸치노,1,4500,
166,4,1,카라멜마끼아또,1,4500,
167,4,1,바닐라라떼,1,5000,
168,4,1,카페모카,1,5500,
169,4,1,헤이즐넛 아메리카노,1,4300,
170,4,1,헤이즐넛 라떼,1,5300,
171,4,1,더치 아메리카노,1,5300,
172,4,1,더치 라떼,1,5800,
173,4,2,초코라떼,1,4800,
174,4,2,녹차라떼,1,4800,
175,4,2,오곡라떼,1,4800,
176,4,2,민트크림초코,1,5800,
177,4,2,고구마라떼,1,5300,
178,4,2,홍차라떼,1,5300,
179,4,2,딸기라떼,1,5500,
180,4,3,플레인요거트,1,5300,
181,4,3,딸기요거트,1,5300,
182,4,3,녹차프라페,1,5800,
183,4,3,초코프라페,1,5800,
184,4,3,쿠키프라페,1,5800,
185,4,3,민트프라페,1,5800,
186,4,3,딸기스무디,1,5800,
187,4,3,망고스무디,1,5800,
188,4,3,망고요거트,1,5300,
189,4,3,모카프라페,1,5800,
190,4,4,레몬에이드,1,4800,
191,4,4,블루레몬에이드,1,4800,
192,4,4,자몽에이드,1,4800,
193,4,4,유자에이드,1,4800,
194,4,4,체리콕,1,4800,
195,4,4,라임에이드,1,5300,
196,4,4,청포도에이드,1,5800,
197,4,4,깔라만시에이드,1,5800,
198,4,5,아이스티,1,4300,
199,4,5,레몬티,1,4300,
200,4,5,유자티,1,4300,
201,4,5,꿀자몽티,1,4800,
202,4,5,캐모마일,1,4300,
203,4,5,페퍼민트,1,4300,
204,4,6,딸기바나나,1,4500,
205,4,6,망고바나나,1,4500,
206,4,6,초코바나나,1,4500,
207,4,6,망고주스,1,4300,
208,4,7,초코버블티,1,5500,
209,4,7,타로버블티,1,5900,
210,4,7,얼그레이버블티,1,5900,
211,4,7,블랙슈가버블티,1,5900,
212,4,8,블랙빈 케이크,1,5000,
213,4,8,치즈케이크,1,6000,
214,4,8,크림치즈 케이크,1,5500,
215,4,8,파니니 불고기,1,4500,
216,4,8,에그머니나,1,4000,
217,5,1,아메리카노,1,3800,
218,5,1,카페라떼,1,4500,
219,5,1,카푸치노,1,4500,
220,5,1,카라멜마끼아또,1,4500,
221,5,1,바닐라라떼,1,5000,
222,5,1,카페모카,1,5500,
223,5,1,헤이즐넛 아메리카노,1,4300,
224,5,1,헤이즐넛 라떼,1,5300,
225,5,1,더치 아메리카노,1,5300,
226,5,1,더치 라떼,1,5800,
227,5,2,초코라떼,1,4800,
228,5,2,녹차라떼,1,4800,
229,5,2,오곡라떼,1,4800,
230,5,2,민트크림초코,1,5800,
231,5,2,고구마라떼,1,5300,
232,5,2,홍차라떼,1,5300,
233,5,2,딸기라떼,1,5500,
234,5,3,플레인요거트,1,5300,
235,5,3,딸기요거트,1,5300,
236,5,3,녹차프라페,1,5800,
237,5,3,초코프라페,1,5800,
238,5,3,쿠키프라페,1,5800,
239,5,3,민트프라페,1,5800,
240,5,3,딸기스무디,1,5800,
241,5,3,망고스무디,1,5800,
242,5,3,망고요거트,1,5300,
243,5,3,모카프라페,1,5800,
244,5,4,레몬에이드,1,4800,
245,5,4,블루레몬에이드,1,4800,
246,5,4,자몽에이드,1,4800,
247,5,4,유자에이드,1,4800,
248,5,4,체리콕,1,4800,
249,5,4,라임에이드,1,5300,
250,5,4,청포도에이드,1,5800,
251,5,4,깔라만시에이드,1,5800,
252,5,5,아이스티,1,4300,
253,5,5,레몬티,1,4300,
254,5,5,유자티,1,4300,
255,5,5,꿀자몽티,1,4800,
256,5,5,캐모마일,1,4300,
257,5,5,페퍼민트,1,4300,
258,5,6,딸기바나나,1,4500,
259,5,6,망고바나나,1,4500,
260,5,6,초코바나나,1,4500,
261,5,6,망고주스,1,4300,
262,5,7,초코버블티,1,5500,
263,5,7,타로버블티,1,5900,
264,5,7,얼그레이버블티,1,5900,
265,5,7,블랙슈가버블티,1,5900,
266,5,8,블랙빈 케이크,1,5000,
267,5,8,치즈케이크,1,6000,
268,5,8,크림치즈 케이크,1,5500,
269,5,8,파니니 불고기,1,4500,
270,5,8,에그머니나,1,4000,
271,6,1,아메리카노,1,3800,
272,6,1,카페라떼,1,4500,
273,6,1,카푸치노,1,4500,
274,6,1,카라멜마끼아또,1,4500,
275,6,1,바닐라라떼,1,5000,
276,6,1,카페모카,1,5500,
277,6,1,헤이즐넛 아메리카노,1,4300,
278,6,1,헤이즐넛 라떼,1,5300,
279,6,1,더치 아메리카노,1,5300,
280,6,1,더치 라떼,1,5800,
281,6,2,초코라떼,1,4800,
282,6,2,녹차라떼,1,4800,
283,6,2,오곡라떼,1,4800,
284,6,2,민트크림초코,1,5800,
285,6,2,고구마라떼,1,5300,
286,6,2,홍차라떼,1,5300,
287,6,2,딸기라떼,1,5500,
288,6,3,플레인요거트,1,5300,
289,6,3,딸기요거트,1,5300,
290,6,3,녹차프라페,1,5800,
291,6,3,초코프라페,1,5800,
292,6,3,쿠키프라페,1,5800,
293,6,3,민트프라페,1,5800,
294,6,3,딸기스무디,1,5800,
295,6,3,망고스무디,1,5800,
296,6,3,망고요거트,1,5300,
297,6,3,모카프라페,1,5800,
298,6,4,레몬에이드,1,4800,
299,6,4,블루레몬에이드,1,4800,
300,6,4,자몽에이드,1,4800,
301,6,4,유자에이드,1,4800,
302,6,4,체리콕,1,4800,
303,6,4,라임에이드,1,5300,
304,6,4,청포도에이드,1,5800,
305,6,4,깔라만시에이드,1,5800,
306,6,5,아이스티,1,4300,
307,6,5,레몬티,1,4300,
308,6,5,유자티,1,4300,
309,6,5,꿀자몽티,1,4800,
310,6,5,캐모마일,1,4300,
311,6,5,페퍼민트,1,4300,
312,6,6,딸기바나나,1,4500,
313,6,6,망고바나나,1,4500,
314,6,6,초코바나나,1,4500,
315,6,6,망고주스,1,4300,
316,6,7,초코버블티,1,5500,
317,6,7,타로버블티,1,5900,
318,6,7,얼그레이버블티,1,5900,
319,6,7,블랙슈가버블티,1,5900,
320,6,8,블랙빈 케이크,1,5000,
321,6,8,치즈케이크,1,6000,
322,6,8,크림치즈 케이크,1,5500,
323,6,8,파니니 불고기,1,4500,
324,6,8,에그머니나,1,4000,
325,7,1,아메리카노,1,3800,
326,7,1,카페라떼,1,4500,
327,7,1,카푸치노,1,4500,
328,7,1,카라멜마끼아또,1,4500,
329,7,1,바닐라라떼,1,5000,
330,7,1,카페모카,1,5500,
331,7,1,헤이즐넛 아메리카노,1,4300,
332,7,1,헤이즐넛 라떼,1,5300,
333,7,1,더치 아메리카노,1,5300,
334,7,1,더치 라떼,1,5800,
335,7,2,초코라떼,1,4800,
336,7,2,녹차라떼,1,4800,
337,7,2,오곡라떼,1,4800,
338,7,2,민트크림초코,1,5800,
339,7,2,고구마라떼,1,5300,
340,7,2,홍차라떼,1,5300,
341,7,2,딸기라떼,1,5500,
342,7,3,플레인요거트,1,5300,
343,7,3,딸기요거트,1,5300,
344,7,3,녹차프라페,1,5800,
345,7,3,초코프라페,1,5800,
346,7,3,쿠키프라페,1,5800,
347,7,3,민트프라페,1,5800,
348,7,3,딸기스무디,1,5800,
349,7,3,망고스무디,1,5800,
350,7,3,망고요거트,1,5300,
351,7,3,모카프라페,1,5800,
352,7,4,레몬에이드,1,4800,
353,7,4,블루레몬에이드,1,4800,
354,7,4,자몽에이드,1,4800,
355,7,4,유자에이드,1,4800,
356,7,4,체리콕,1,4800,
357,7,4,라임에이드,1,5300,
358,7,4,청포도에이드,1,5800,
359,7,4,깔라만시에이드,1,5800,
360,7,5,아이스티,1,4300,
361,7,5,레몬티,1,4300,
362,7,5,유자티,1,4300,
363,7,5,꿀자몽티,1,4800,
364,7,5,캐모마일,1,4300,
365,7,5,페퍼민트,1,4300,
366,7,6,딸기바나나,1,4500,
367,7,6,망고바나나,1,4500,
368,7,6,초코바나나,1,4500,
369,7,6,망고주스,1,4300,
370,7,7,초코버블티,1,5500,
371,7,7,타로버블티,1,5900,
372,7,7,얼그레이버블티,1,5900,
373,7,7,블랙슈가버블티,1,5900,
374,7,8,블랙빈 케이크,1,5000,
375,7,8,치즈케이크,1,6000,
376,7,8,크림치즈 케이크,1,5500,
377,7,8,파니니 불고기,1,4500,
378,7,8,에그머니나,1,4000,
379,8,1,아메리카노,1,3800,
380,8,1,카페라떼,1,4500,
381,8,1,카푸치노,1,4500,
382,8,1,카라멜마끼아또,1,4500,
383,8,1,바닐라라떼,1,5000,
384,8,1,카페모카,1,5500,
385,8,1,헤이즐넛 아메리카노,1,4300,
386,8,1,헤이즐넛 라떼,1,5300,
387,8,1,더치 아메리카노,1,5300,
388,8,1,더치 라떼,1,5800,
389,8,2,초코라떼,1,4800,
390,8,2,녹차라떼,1,4800,
391,8,2,오곡라떼,1,4800,
392,8,2,민트크림초코,1,5800,
393,8,2,고구마라떼,1,5300,
394,8,2,홍차라떼,1,5300,
395,8,2,딸기라떼,1,5500,
396,8,3,플레인요거트,1,5300,
397,8,3,딸기요거트,1,5300,
398,8,3,녹차프라페,1,5800,
399,8,3,초코프라페,1,5800,
400,8,3,쿠키프라페,1,5800,
401,8,3,민트프라페,1,5800,
402,8,3,딸기스무디,1,5800,
403,8,3,망고스무디,1,5800,
404,8,3,망고요거트,1,5300,
405,8,3,모카프라페,1,5800,
406,8,4,레몬에이드,1,4800,
407,8,4,블루레몬에이드,1,4800,
408,8,4,자몽에이드,1,4800,
409,8,4,유자에이드,1,4800,
410,8,4,체리콕,1,4800,
411,8,4,라임에이드,1,5300,
412,8,4,청포도에이드,1,5800,
413,8,4,깔라만시에이드,1,5800,
414,8,5,아이스티,1,4300,
415,8,5,레몬티,1,4300,
416,8,5,유자티,1,4300,
417,8,5,꿀자몽티,1,4800,
418,8,5,캐모마일,1,4300,
419,8,5,페퍼민트,1,4300,
420,8,6,딸기바나나,1,4500,
421,8,6,망고바나나,1,4500,
422,8,6,초코바나나,1,4500,
423,8,6,망고주스,1,4300,
424,8,7,초코버블티,1,5500,
425,8,7,타로버블티,1,5900,
426,8,7,얼그레이버블티,1,5900,
427,8,7,블랙슈가버블티,1,5900,
428,8,8,블랙빈 케이크,1,5000,
429,8,8,치즈케이크,1,6000,
430,8,8,크림치즈 케이크,1,5500,
431,8,8,파니니 불고기,1,4500,
432,8,8,에그머니나,1,4000,
433,9,1,아메리카노,1,3800,
434,9,1,카페라떼,1,4500,
435,9,1,카푸치노,1,4500,
436,9,1,카라멜마끼아또,1,4500,
437,9,1,바닐라라떼,1,5000,
438,9,1,카페모카,1,5500,
439,9,1,헤이즐넛 아메리카노,1,4300,
440,9,1,헤이즐넛 라떼,1,5300,
441,9,1,더치 아메리카노,1,5300,
442,9,1,더치 라떼,1,5800,
443,9,2,초코라떼,1,4800,
444,9,2,녹차라떼,1,4800,
445,9,2,오곡라떼,1,4800,
446,9,2,민트크림초코,1,5800,
447,9,2,고구마라떼,1,5300,
448,9,2,홍차라떼,1,5300,
449,9,2,딸기라떼,1,5500,
450,9,3,플레인요거트,1,5300,
451,9,3,딸기요거트,1,5300,
452,9,3,녹차프라페,1,5800,
453,9,3,초코프라페,1,5800,
454,9,3,쿠키프라페,1,5800,
455,9,3,민트프라페,1,5800,
456,9,3,딸기스무디,1,5800,
457,9,3,망고스무디,1,5800,
458,9,3,망고요거트,1,5300,
459,9,3,모카프라페,1,5800,
460,9,4,레몬에이드,1,4800,
461,9,4,블루레몬에이드,1,4800,
462,9,4,자몽에이드,1,4800,
463,9,4,유자에이드,1,4800,
464,9,4,체리콕,1,4800,
465,9,4,라임에이드,1,5300,
466,9,4,청포도에이드,1,5800,
467,9,4,깔라만시에이드,1,5800,
468,9,5,아이스티,1,4300,
469,9,5,레몬티,1,4300,
470,9,5,유자티,1,4300,
471,9,5,꿀자몽티,1,4800,
472,9,5,캐모마일,1,4300,
473,9,5,페퍼민트,1,4300,
474,9,6,딸기바나나,1,4500,
475,9,6,망고바나나,1,4500,
476,9,6,초코바나나,1,4500,
477,9,6,망고주스,1,4300,
478,9,7,초코버블티,1,5500,
479,9,7,타로버블티,1,5900,
480,9,7,얼그레이버블티,1,5900,
481,9,7,블랙슈가버블티,1,5900,
482,9,8,블랙빈 케이크,1,5000,
483,9,8,치즈케이크,1,6000,
484,9,8,크림치즈 케이크,1,5500,
485,9,8,파니니 불고기,1,4500,
486,9,8,에그머니나,1,4000,
487,10,1,아메리카노,1,3800,
488,10,1,카페라떼,1,4500,
489,10,1,카푸치노,1,4500,
490,10,1,카라멜마끼아또,1,4500,
491,10,1,바닐라라떼,1,5000,
492,10,1,카페모카,1,5500,
493,10,1,헤이즐넛 아메리카노,1,4300,
494,10,1,헤이즐넛 라떼,1,5300,
495,10,1,더치 아메리카노,1,5300,
496,10,1,더치 라떼,1,5800,
497,10,2,초코라떼,1,4800,
498,10,2,녹차라떼,1,4800,
499,10,2,오곡라떼,1,4800,
500,10,2,민트크림초코,1,5800,
501,10,2,고구마라떼,1,5300,
502,10,2,홍차라떼,1,5300,
503,10,2,딸기라떼,1,5500,
504,10,3,플레인요거트,1,5300,
505,10,3,딸기요거트,1,5300,
506,10,3,녹차프라페,1,5800,
507,10,3,초코프라페,1,5800,
508,10,3,쿠키프라페,1,5800,
509,10,3,민트프라페,1,5800,
510,10,3,딸기스무디,1,5800,
511,10,3,망고스무디,1,5800,
512,10,3,망고요거트,1,5300,
513,10,3,모카프라페,1,5800,
514,10,4,레몬에이드,1,4800,
515,10,4,블루레몬에이드,1,4800,
516,10,4,자몽에이드,1,4800,
517,10,4,유자에이드,1,4800,
518,10,4,체리콕,1,4800,
519,10,4,라임에이드,1,5300,
520,10,4,청포도에이드,1,5800,
521,10,4,깔라만시에이드,1,5800,
522,10,5,아이스티,1,4300,
523,10,5,레몬티,1,4300,
524,10,5,유자티,1,4300,
525,10,5,꿀자몽티,1,4800,
526,10,5,캐모마일,1,4300,
527,10,5,페퍼민트,1,4300,
528,10,6,딸기바나나,1,4500,
529,10,6,망고바나나,1,4500,
530,10,6,초코바나나,1,4500,
531,10,6,망고주스,1,4300,
532,10,7,초코버블티,1,5500,
533,10,7,타로버블티,1,5900,
534,10,7,얼그레이버블티,1,5900,
535,10,7,블랙슈가버블티,1,5900,
536,10,8,블랙빈 케이크,1,5000,
537,10,8,치즈케이크,1,6000,
538,10,8,크림치즈 케이크,1,5500,
539,10,8,파니니 불고기,1,4500,
540,10,8,에그머니나,1,4000,
541,10,1,아메리카노,1,3800,
542,10,1,카페라떼,1,4500,
543,10,1,카푸치노,1,4500,
544,10,1,카라멜마끼아또,1,4500,
545,10,1,바닐라라떼,1,5000,
546,10,1,카페모카,1,5500,
547,10,1,헤이즐넛 아메리카노,1,4300,
548,10,1,헤이즐넛 라떼,1,5300,
549,10,1,더치 아메리카노,1,5300,
550,10,1,더치 라떼,1,5800,
551,10,2,초코라떼,1,4800,
552,10,2,녹차라떼,1,4800,
553,10,2,오곡라떼,1,4800,
554,10,2,민트크림초코,1,5800,
555,10,2,고구마라떼,1,5300,
556,10,2,홍차라떼,1,5300,
557,10,2,딸기라떼,1,5500,
558,10,3,플레인요거트,1,5300,
559,10,3,딸기요거트,1,5300,
560,10,3,녹차프라페,1,5800,
561,10,3,초코프라페,1,5800,
562,10,3,쿠키프라페,1,5800,
563,10,3,민트프라페,1,5800,
564,10,3,딸기스무디,1,5800,
565,10,3,망고스무디,1,5800,
566,10,3,망고요거트,1,5300,
567,10,3,모카프라페,1,5800,
568,10,4,레몬에이드,1,4800,
569,10,4,블루레몬에이드,1,4800,
570,10,4,자몽에이드,1,4800,
571,10,4,유자에이드,1,4800,
572,10,4,체리콕,1,4800,
573,10,4,라임에이드,1,5300,
574,10,4,청포도에이드,1,5800,
575,10,4,깔라만시에이드,1,5800,
576,10,5,아이스티,1,4300,
577,10,5,레몬티,1,4300,
578,10,5,유자티,1,4300,
579,10,5,꿀자몽티,1,4800,
580,10,5,캐모마일,1,4300,
581,10,5,페퍼민트,1,4300,
582,10,6,딸기바나나,1,4500,
583,10,6,망고바나나,1,4500,
584,10,6,초코바나나,1,4500,
585,10,6,망고주스,1,4300,
586,10,7,초코버블티,1,5500,
587,10,7,타로버블티,1,5900,
588,10,7,얼그레이버블티,1,5900,
589,10,7,블랙슈가버블티,1,5900,
590,10,8,블랙빈 케이크,1,5000,
591,10,8,치즈케이크,1,6000,
592,10,8,크림치즈 케이크,1,5500,
593,10,8,파니니 불고기,1,4500,
594,10,8,에그머니나,1,4000,
